job_id,skill_abr
4289229319,MGMT
4289229319,MNFC
4309491572,CNSL
4309491572,IT
4309491572,SALE
4402375815,DSGN
4402375815,ART
4402375815,IT
4402357867,BD
4402357867,GENB
4402372736,BD
4402372736,SALE
4365034369,HR
4403421018,ENG
4403421018,IT
4380096402,OTHR
4403405920,ACCT
4403405920,FIN
4402357949,PRCH
4402357949,SUPL
4402361828,ENG
4402361828,IT
4402356880,MGMT
4402356880,MNFC
4402371805,IT
4266718509,SALE
4266718509,BD
4319237153,SALE
4319237153,BD
4403404918,MGMT
4403404918,MNFC
4403412807,MGMT
4403412807,MNFC
4403418695,IT
4402360907,HR
4403404917,PRJM
4403404917,IT
4403411768,RSCH
4403411768,ANLS
4403411768,IT
4402371804,MRKT
4402371804,PR
4402371804,WRT
4400819302,OTHR
4403409886,PRJM
4403409886,IT
4402367666,SALE
4402367666,BD
4403402827,SALE
4403402827,BD
4402363885,SALE
4402363885,BD
4402377741,FIN
4402377741,SALE
4403410854,PRJM
4403410854,IT
4402358864,ENG
4402358864,IT
4397208223,HR
4403422024,PRJM
4403422024,IT
4361921646,BD
4361921646,SALE
4402365564,MRKT
4402365564,PR
4402365564,WRT
4403407978,MGMT
4403407978,MNFC
4403420199,ACCT
4403420199,FIN
4371812826,ENG
4403404919,ADM
4402358871,SALE
4402358871,BD
